customerid,contract,total_charges,monthly_charges,tenure,tenure_bucket,churn_flag,payment_method,calls_last_90d,unresolved_calls_90d,avg_resolution_time,avg_payment,missing_method_count,last_payment_date
6086-ESGRL,month-to-month,80.15,80.15,1,0-6,True,Credit card (automatic),,,,80.15,0,2022-12-09
2592-HODOV,one year,259.65,19.3,13,12-24,False,Credit card (automatic),,,,19.3,0,2022-12-11
3886-CERTZ,one year,8109.8,109.25,72,48+,True,Electronic check,,,,109.25,0,2022-12-18
7995-ZHHNZ,one year,2386.85,56.1,42,24-48,False,Credit card (automatic),,,,56.1,0,2022-12-12
3824-RHKVR,month-to-month,340.35,19.7,17,12-24,False,Credit card (automatic),0.0,4.0,21.4,19.7,0,2022-12-23
5816-SCGFC,month-to-month,419.35,51.3,7,6-12,False,Mailed check,,,,51.3,0,2022-12-01
5989-AXPUC,two year,7990.05,118.6,68,48+,False,Mailed check,,,,118.6,0,2022-12-21
4979-HPRFL,two year,1402.25,24.15,56,48+,False,Bank transfer (automatic),0.0,4.0,32.0,24.15,0,2022-12-07
8590-OHDIW,one year,749.35,20.3,38,24-48,False,Mailed check,,,,20.3,0,2022-12-17
8015-IHCGW,two year,8425.15,115.5,72,48+,False,Electronic check,,,,115.5,0,2022-12-20
2332-TODQS,one year,1171.5,25.05,48,48+,False,Credit card (automatic),,,,25.05,0,2022-12-18
9278-VZKCD,month-to-month,5647.95,109.1,52,48+,False,Electronic check,,,,109.1,0,2022-12-12
8008-OTEZX,one year,708.8,19.65,35,24-48,False,Mailed check,,,,19.65,0,2022-12-22
2773-OVBPK,two year,7567.2,111.3,67,48+,False,Bank transfer (automatic),,,,111.3,0,2022-12-06
5999-LCXAO,month-to-month,29.9,29.9,1,0-6,False,Mailed check,,,,29.9,0,2022-12-02
5206-XZZQI,month-to-month,4348.1,80.6,53,48+,False,Mailed check,,,,80.6,0,2022-12-21
4803-LBYPN,month-to-month,635.9,20.8,34,24-48,False,Mailed check,,,,20.8,0,2022-12-26
5759-RCVCB,month-to-month,108.95,35.2,3,0-6,True,Credit card (automatic),,,,35.2,0,2022-12-24
6372-RFVNS,month-to-month,78.8,78.8,1,0-6,True,Electronic check,,,,78.8,0,2022-12-15
2139-FQHLM,month-to-month,1682.4,89.95,19,12-24,False,Mailed check,,,,89.95,0,2022-12-13
8261-GWDBQ,two year,6925.9,116.05,60,48+,False,Bank transfer (automatic),,,,116.05,0,2022-12-14
1093-YSWCA,two year,223.15,19.55,11,6-12,False,Credit card (automatic),,,,19.55,0,2022-12-14
8938-UMKPI,month-to-month,5127.95,106.4,47,24-48,True,Electronic check,,,,106.4,0,2022-12-17
0991-BRRFB,month-to-month,874.8,49.4,18,12-24,True,Electronic check,,,,49.4,0,2022-12-23
3882-IYOIJ,two year,6758.45,115.25,60,48+,False,Credit card (automatic),,,,115.25,0,2022-12-11
8749-TZYEC,two year,1874.3,24.8,72,48+,False,Credit card (automatic),,,,24.8,0,2022-12-04
1755-FZQEC,one year,791.15,19.9,39,24-48,False,Mailed check,,,,19.9,0,2022-12-09
3115-JPJDD,one year,4639.45,81.25,59,48+,False,Credit card (automatic),,,,81.25,0,2022-12-08
5600-KTXFM,month-to-month,143.9,69.95,2,0-6,False,Mailed check,,,,69.95,0,2022-12-25
3871-IKPYH,month-to-month,69.1,69.1,1,0-6,True,Electronic check,0.0,2.0,35.67,69.1,0,2022-12-28
6319-IEJWJ,month-to-month,1776.55,90.2,20,12-24,True,Electronic check,,,,90.2,0,2022-12-08
9025-AOMKI,month-to-month,536.4,93.55,6,6-12,True,Bank transfer (automatic),1.0,1.0,42.33,93.55,0,2022-12-11
6339-TBELP,two year,6172.0,86.4,71,48+,False,Credit card (automatic),1.0,0.0,40.0,86.4,0,2022-12-17
7964-YESJC,month-to-month,1559.45,66.3,24,24-48,False,Mailed check,,,,66.3,0,2022-12-20
6173-GOLSU,month-to-month,6079.0,94.65,67,48+,False,Credit card (automatic),,,,94.65,0,2022-12-28
5275-SQEIZ,month-to-month,80.85,80.85,1,0-6,True,Mailed check,,,,80.85,0,2022-12-26
7716-YTYHG,one year,4029.95,82.05,48,48+,True,Mailed check,,,,82.05,0,2022-12-14
9938-ZREHM,one year,2658.4,72.1,37,24-48,False,Mailed check,,,,72.1,0,2022-12-04
7950-XWOVN,month-to-month,383.55,34.7,11,6-12,False,Mailed check,,,,34.7,0,2022-12-07
4390-KYULV,month-to-month,51.15,20.55,3,0-6,True,Credit card (automatic),,,,20.55,0,2022-12-17
4647-MUZON,month-to-month,1745.5,95.95,18,12-24,False,Credit card (automatic),,,,95.95,0,2022-12-24
9702-AIUJO,one year,2230.85,44.8,50,48+,False,Bank transfer (automatic),,,,44.8,0,2022-12-24
8849-PRIQJ,one year,7281.6,109.4,67,48+,False,Electronic check,,,,109.4,0,2022-12-15
8851-RAGOV,month-to-month,1837.7,71.05,25,24-48,False,Mailed check,,,,71.05,0,2022-12-20
1304-NECVQ,month-to-month,149.55,78.55,2,0-6,True,Electronic check,,,,78.55,0,2022-12-11
5396-IZEPB,month-to-month,180.7,19.7,9,6-12,False,Credit card (automatic),,,,19.7,0,2022-12-02
1729-VLAZJ,one year,411.45,40.25,10,6-12,False,Mailed check,,,,40.25,0,2022-12-07
8285-ABVLB,two year,1328.35,19.85,70,48+,False,Credit card (automatic),,,,19.85,0,2022-12-22
0701-TJSEF,month-to-month,576.95,68.25,9,6-12,False,Bank transfer (automatic),,,,68.25,0,2022-12-18
5712-VBOXD,month-to-month,68.45,20.15,4,0-6,False,Credit card (automatic),,,,20.15,0,2022-12-18
6629-LADHQ,month-to-month,123.05,50.95,2,0-6,False,Mailed check,,,,50.95,0,2022-12-22
8945-GRKHX,month-to-month,78.65,78.65,1,0-6,True,Electronic check,,,,78.65,0,2022-12-27
1559-DTODC,month-to-month,468.35,25.15,19,12-24,False,Bank transfer (automatic),,,,25.15,0,2022-12-12
4797-MIWUM,month-to-month,174.7,20.25,7,6-12,False,Bank transfer (automatic),,,,20.25,0,2022-12-15
6959-UWKHF,month-to-month,42.9,42.9,1,0-6,True,Electronic check,,,,42.9,0,2022-12-01
8720-RQSBJ,month-to-month,44.0,44.0,1,0-6,False,Electronic check,,,,44.0,0,2022-12-07
4537-CIBHB,one year,172.35,20.25,9,6-12,False,Mailed check,,,,20.25,0,2022-12-19
3815-SLMEF,month-to-month,139.35,34.25,3,0-6,True,Mailed check,,,,34.25,0,2022-12-12
5154-VEKBL,month-to-month,539.85,58.5,9,6-12,True,Mailed check,,,,58.5,0,2022-12-28
4324-AHJKS,month-to-month,300.4,55.8,5,0-6,False,Credit card (automatic),,,,55.8,0,2022-12-03
4355-CVPVS,one year,4968.0,88.9,56,48+,False,Bank transfer (automatic),,,,88.9,0,2022-12-01
4495-LHSSK,month-to-month,992.7,57.65,18,12-24,False,Mailed check,,,,57.65,0,2022-12-19
5655-JSMZM,month-to-month,4718.25,96.2,49,48+,True,Electronic check,,,,96.2,0,2022-12-22
5915-ANOEI,two year,5536.5,79.15,70,48+,False,Mailed check,,,,79.15,0,2022-12-19
9861-PDSZP,two year,7806.6,108.05,72,48+,False,Credit card (automatic),,,,108.05,0,2022-12-23
4505-EXZHB,month-to-month,434.1,74.4,6,6-12,True,Electronic check,,,,74.4,0,2022-12-28
7225-CBZPL,month-to-month,1563.9,94.8,17,12-24,False,Electronic check,,,,94.8,0,2022-12-03
6704-UTUKK,month-to-month,1332.4,45.9,29,24-48,False,Electronic check,0.0,1.0,35.33,45.9,0,2022-12-05
4587-VVTOX,month-to-month,545.2,105.3,6,6-12,True,Electronic check,,,,105.3,0,2022-12-18
2019-HDCZY,two year,6296.75,102.6,63,48+,False,Electronic check,,,,102.6,0,2022-12-21
4652-NNHNY,month-to-month,1284.2,73.85,16,12-24,True,Bank transfer (automatic),,,,73.85,0,2022-12-09
8788-DOXSU,one year,3645.5,61.35,59,48+,False,Bank transfer (automatic),,,,61.35,0,2022-12-09
7404-JLKQG,month-to-month,161.45,57.55,3,0-6,False,Electronic check,,,,57.55,0,2022-12-12
7421-ZLUPA,month-to-month,226.95,29.25,8,6-12,False,Mailed check,,,,29.25,0,2022-12-13
8972-HJWNV,month-to-month,646.85,84.55,7,6-12,True,Electronic check,,,,84.55,0,2022-12-20
3274-NSDWE,two year,1441.65,19.6,68,48+,False,Credit card (automatic),,,,19.6,0,2022-12-20
2632-IVXVF,two year,7511.3,111.75,68,48+,False,Credit card (automatic),,,,111.75,0,2022-12-21
3692-JHONH,one year,5621.85,106.5,52,48+,False,Electronic check,,,,106.5,0,2022-12-09
8915-NNTRC,two year,7919.8,107.7,72,48+,False,Credit card (automatic),,,,107.7,0,2022-12-12
5914-GXMDA,one year,593.2,19.3,32,24-48,False,Mailed check,,,,19.3,0,2022-12-07
7463-IFMQU,two year,1423.65,20.05,72,48+,False,Bank transfer (automatic),,,,20.05,0,2022-12-05
2920-RNCEZ,month-to-month,69.95,69.95,1,0-6,False,Credit card (automatic),,,,69.95,0,2022-12-22
2541-YGPKE,one year,2763.35,63.7,42,24-48,False,Credit card (automatic),,,,63.7,0,2022-12-14
8515-OCTJS,two year,692.1,24.75,25,24-48,True,Credit card (automatic),,,,24.75,0,2022-12-27
5382-TEMLV,month-to-month,2298.55,50.9,45,24-48,False,Bank transfer (automatic),,,,50.9,0,2022-12-07
3441-CGZJH,one year,2640.55,60.4,43,24-48,False,Credit card (automatic),,,,60.4,0,2022-12-20
9592-ERDKV,one year,2911.8,79.25,37,24-48,False,Mailed check,,,,79.25,0,2022-12-04
2860-RANUS,month-to-month,1727.5,85.8,20,12-24,True,Credit card (automatic),,,,85.8,0,2022-12-13
5261-QSHQM,month-to-month,86.6,24.45,4,0-6,True,Electronic check,,,,24.45,0,2022-12-03
4778-IZARL,two year,6705.7,110.1,63,48+,False,Credit card (automatic),,,,110.1,0,2022-12-07
0432-CAJZV,month-to-month,237.65,90.7,3,0-6,False,Mailed check,1.0,1.0,40.25,90.7,0,2022-12-23
7008-LZVOZ,two year,1672.35,25.3,66,48+,False,Credit card (automatic),,,,25.3,0,2022-12-20
8868-WOZGU,month-to-month,2979.5,105.7,28,24-48,True,Electronic check,,,,105.7,0,2022-12-25
1200-TUZHR,month-to-month,695.75,85.2,8,6-12,False,Electronic check,1.0,2.0,31.6,85.2,0,2022-12-18
9365-CSLBQ,two year,1654.6,24.35,71,48+,False,Mailed check,,,,24.35,0,2022-12-25
1334-FJSVR,month-to-month,24.25,24.25,1,0-6,True,Electronic check,,,,24.25,0,2022-12-04
5884-FBCTL,two year,1857.85,25.1,72,48+,False,Bank transfer (automatic),,,,25.1,0,2022-12-14
7130-CTCUS,month-to-month,825.1,54.55,16,12-24,False,Bank transfer (automatic),,,,54.55,0,2022-12-27
6242-FEGFD,two year,6424.25,96.6,66,48+,False,Mailed check,,,,96.6,0,2022-12-08
7625-XCQRH,month-to-month,837.95,76.5,11,6-12,True,Electronic check,,,,76.5,0,2022-12-14
6194-HBGQN,one year,4126.2,81.15,51,48+,False,Credit card (automatic),0.0,1.0,47.0,81.15,0,2022-12-05
7634-WSWDB,month-to-month,330.8,38.5,8,6-12,False,Electronic check,,,,38.5,0,2022-12-18
6986-IXNDM,month-to-month,1337.45,92.9,14,12-24,False,Electronic check,,,,92.9,0,2022-12-11
1731-TVIUK,month-to-month,362.2,93.5,4,0-6,True,Electronic check,,,,93.5,0,2022-12-06
2987-BJXIK,two year,5991.05,84.7,70,48+,False,Mailed check,,,,84.7,0,2022-12-16
9769-TSBZE,two year,4891.5,66.0,70,48+,False,Electronic check,,,,66.0,0,2022-12-05
0406-BPDVR,one year,5373.1,101.5,54,48+,True,Credit card (automatic),,,,101.5,0,2022-12-24
0618-XWMSS,month-to-month,2068.55,74.9,28,24-48,True,Bank transfer (automatic),,,,74.9,0,2022-12-18
1395-WSWXR,two year,487.05,20.75,24,24-48,False,Mailed check,,,,20.75,0,2022-12-03
6023-GSSXW,two year,4131.2,61.45,69,48+,False,Credit card (automatic),1.0,0.0,26.0,61.45,0,2022-12-10
6752-APNJL,month-to-month,2301.15,54.5,42,24-48,False,Mailed check,1.0,2.0,42.67,54.5,0,2022-12-02
5276-KQWHG,month-to-month,131.65,69.6,2,0-6,True,Electronic check,1.0,0.0,29.0,69.6,0,2022-12-11
0420-HLGXF,month-to-month,4036.0,99.75,39,24-48,False,Electronic check,1.0,1.0,31.8,99.75,0,2022-12-19
7446-KQISO,two year,4900.65,109.75,45,24-48,False,Bank transfer (automatic),,,,109.75,0,2022-12-17
9823-EALYC,two year,5727.45,80.85,72,48+,False,Bank transfer (automatic),0.0,1.0,37.0,80.85,0,2022-12-23
0582-AVCLN,two year,743.05,20.3,38,24-48,False,Mailed check,,,,20.3,0,2022-12-15
5803-NQJZO,two year,4804.65,67.8,72,48+,False,Bank transfer (automatic),,,,67.8,0,2022-12-05
2565-JSLRY,month-to-month,24.05,24.05,1,0-6,True,Mailed check,1.0,2.0,35.25,24.05,0,2022-12-10
2607-DHDAK,two year,1414.65,19.8,72,48+,False,Credit card (automatic),,,,19.8,0,2022-12-18
1073-XXCZD,two year,1443.65,25.7,55,48+,False,Bank transfer (automatic),,,,25.7,0,2022-12-24
0743-HRVFF,one year,2898.95,56.15,51,48+,False,Electronic check,,,,56.15,0,2022-12-12
4006-HKYHO,two year,5309.5,86.7,63,48+,False,Bank transfer (automatic),,,,86.7,0,2022-12-14
3727-JEZTU,month-to-month,20.4,20.4,1,0-6,False,Mailed check,,,,20.4,0,2022-12-25
8143-ETQTI,two year,451.55,19.65,23,12-24,False,Mailed check,,,,19.65,0,2022-12-22
6689-KXGBO,month-to-month,50.55,50.55,1,0-6,True,Electronic check,,,,50.55,0,2022-12-16
9667-TKTVZ,month-to-month,117.05,54.35,2,0-6,False,Mailed check,,,,54.35,0,2022-12-18
3657-COGMW,month-to-month,5839.3,108.1,52,48+,False,Credit card (automatic),,,,108.1,0,2022-12-10
8570-KLJYJ,one year,1893.5,54.45,36,24-48,False,Mailed check,,,,54.45,0,2022-12-19
7754-IXRMC,month-to-month,45.35,45.35,1,0-6,False,Mailed check,,,,45.35,0,2022-12-10
9473-CBZOP,one year,1654.45,59.0,28,24-48,False,Mailed check,,,,59.0,0,2022-12-20
2969-WGHQO,one year,477.05,69.45,7,6-12,False,Electronic check,,,,69.45,0,2022-12-18
6615-NGGZJ,month-to-month,1415.55,100.55,14,12-24,True,Electronic check,0.0,1.0,28.5,100.55,0,2022-12-07
4334-HOWRP,two year,4546.0,64.95,72,48+,False,Credit card (automatic),,,,64.95,0,2022-12-04
4255-DDUOU,month-to-month,20.5,20.5,1,0-6,True,Mailed check,,,,20.5,0,2022-12-27
5863-OOKCL,month-to-month,163.2,18.85,10,6-12,False,Mailed check,,,,18.85,0,2022-12-20
1686-STUHN,one year,849.9,19.8,42,24-48,False,Bank transfer (automatic),,,,19.8,0,2022-12-02
1329-VHWNP,month-to-month,189.95,25.05,7,6-12,False,Bank transfer (automatic),,,,25.05,0,2022-12-27
2984-MIIZL,month-to-month,321.9,74.8,4,0-6,True,Bank transfer (automatic),,,,74.8,0,2022-12-18
0266-GMEAO,two year,8058.55,114.3,72,48+,False,Credit card (automatic),,,,114.3,0,2022-12-06
5590-YRFJT,month-to-month,482.8,24.45,20,12-24,True,Electronic check,,,,24.45,0,2022-12-23
5574-NXZIU,two year,7049.75,109.2,63,48+,False,Credit card (automatic),,,,109.2,0,2022-12-16
0019-GFNTW,two year,2560.1,45.05,56,48+,False,Bank transfer (automatic),,,,45.05,0,2022-12-25
4256-ZWTZI,month-to-month,286.8,51.0,5,0-6,False,Mailed check,,,,51.0,0,2022-12-24
8309-PPCED,two year,7982.5,110.45,72,48+,False,Bank transfer (automatic),,,,110.45,0,2022-12-09
4098-NAUKP,month-to-month,5683.6,84.65,68,48+,False,Electronic check,,,,84.65,0,2022-12-11
5196-WPYOW,one year,3994.05,60.05,67,48+,False,Mailed check,,,,60.05,0,2022-12-04
4608-LCIMN,month-to-month,369.15,44.65,8,6-12,False,Bank transfer (automatic),,,,44.65,0,2022-12-03
1485-YDHMM,month-to-month,4631.7,93.25,52,48+,False,Bank transfer (automatic),2.0,2.0,24.75,93.25,0,2022-12-07
4054-CUMIA,month-to-month,401.95,20.25,18,12-24,False,Mailed check,,,,20.25,0,2022-12-25
0603-TPMIB,two year,1534.05,25.45,59,48+,False,Mailed check,,,,25.45,0,2022-12-08
2525-GVKQU,two year,1093.0,20.6,60,48+,False,Mailed check,,,,20.6,0,2022-12-14
8161-QYMTT,month-to-month,701.3,94.1,7,6-12,False,Electronic check,,,,94.1,0,2022-12-06
9581-GVBXT,one year,1980.3,34.8,59,48+,False,Mailed check,,,,34.8,0,2022-12-23
5862-BRIXZ,two year,2893.4,60.75,46,24-48,False,Bank transfer (automatic),,,,60.75,0,2022-12-01
5404-GGUKR,month-to-month,262.3,51.35,5,0-6,False,Electronic check,,,,51.35,0,2022-12-10
3308-JSGML,two year,3886.85,64.05,59,48+,False,Credit card (automatic),,,,64.05,0,2022-12-22
2126-GSEGL,two year,5917.55,84.8,70,48+,False,Bank transfer (automatic),,,,84.8,0,2022-12-09
3677-TNKIO,month-to-month,914.0,71.0,14,12-24,True,Credit card (automatic),,,,71.0,0,2022-12-22
0440-QEXBZ,month-to-month,2139.1,50.15,44,24-48,False,Mailed check,,,,50.15,0,2022-12-06
2434-EEVDB,two year,5948.7,94.6,64,48+,False,Credit card (automatic),,,,94.6,0,2022-12-25
6762-QVYJO,two year,3624.35,59.75,58,48+,False,Mailed check,,,,59.75,0,2022-12-09
6199-IWKGC,one year,4753.85,100.25,46,24-48,False,Electronic check,,,,100.25,0,2022-12-14
2675-DHUTR,month-to-month,5780.7,98.9,58,48+,False,Electronic check,,,,98.9,0,2022-12-12
8152-VETUR,two year,6869.7,97.7,72,48+,False,Credit card (automatic),,,,97.7,0,2022-12-17
9667-EQRXU,month-to-month,1172.95,40.3,30,24-48,True,Electronic check,,,,40.3,0,2022-12-12
7446-YPODE,month-to-month,662.95,60.25,11,6-12,False,Bank transfer (automatic),1.0,0.0,19.0,60.25,0,2022-12-22
9522-BNTHX,month-to-month,1765.95,56.25,34,24-48,False,Electronic check,,,,56.25,0,2022-12-18
4676-WLUHT,two year,2431.95,46.2,54,48+,False,Bank transfer (automatic),,,,46.2,0,2022-12-01
3329-WDIOK,month-to-month,155.35,50.6,3,0-6,True,Electronic check,,,,50.6,0,2022-12-20
7980-MHFLQ,two year,1859.2,24.9,72,48+,False,Mailed check,,,,24.9,0,2022-12-18
2873-ZLIWT,month-to-month,3303.05,84.85,40,24-48,True,Electronic check,,,,84.85,0,2022-12-11
3415-TAILE,month-to-month,134.35,65.7,2,0-6,True,Mailed check,,,,65.7,0,2022-12-12
0757-WCUUZ,two year,3409.1,63.35,54,48+,False,Credit card (automatic),,,,63.35,0,2022-12-15
1629-DQQVB,month-to-month,709.5,50.1,14,12-24,False,Bank transfer (automatic),,,,50.1,0,2022-12-18
1915-IOFGU,month-to-month,70.5,70.5,1,0-6,True,Electronic check,,,,70.5,0,2022-12-13
3045-XETSH,month-to-month,953.45,94.85,10,6-12,True,Electronic check,,,,94.85,0,2022-12-17
0374-AACSZ,month-to-month,50.15,50.15,1,0-6,False,Electronic check,,,,50.15,0,2022-12-17
7239-HZZCX,month-to-month,19.75,19.75,1,0-6,True,Mailed check,,,,19.75,0,2022-12-24
4872-VXRIL,one year,3665.55,64.65,56,48+,False,Bank transfer (automatic),,,,64.65,0,2022-12-06
9140-CZQZZ,two year,5515.8,79.6,68,48+,False,Bank transfer (automatic),,,,79.6,0,2022-12-21
3423-HHXAO,one year,272.0,19.5,14,12-24,False,Mailed check,,,,19.5,0,2022-12-28
9938-TKDGL,two year,6668.0,99.55,68,48+,False,Electronic check,,,,99.55,0,2022-12-21
0531-ZZJWQ,month-to-month,4052.4,74.0,55,48+,False,Electronic check,,,,74.0,0,2022-12-19
6537-QLGEX,month-to-month,664.4,38.9,16,12-24,False,Electronic check,,,,38.9,0,2022-12-19
2688-BHGOG,month-to-month,718.55,79.55,9,6-12,False,Electronic check,,,,79.55,0,2022-12-20
7683-CBDKJ,month-to-month,937.6,65.45,14,12-24,True,Electronic check,,,,65.45,0,2022-12-24
0946-CLJTI,month-to-month,5812.6,98.7,58,48+,True,Electronic check,,,,98.7,0,2022-12-09
3160-TYXLT,month-to-month,2546.85,46.3,53,48+,False,Bank transfer (automatic),,,,46.3,0,2022-12-03
1325-USMEC,two year,6944.5,99.35,70,48+,False,Credit card (automatic),,,,99.35,0,2022-12-08
0916-QOFDP,month-to-month,1346.3,95.8,14,12-24,False,Electronic check,,,,95.8,0,2022-12-21
0628-CNQRM,one year,1544.05,67.5,22,12-24,True,Bank transfer (automatic),,,,67.5,0,2022-12-22
5606-AMZBO,month-to-month,765.15,78.15,10,6-12,False,Credit card (automatic),,,,78.15,0,2022-12-06
6199-IPCAO,two year,692.55,26.1,29,24-48,False,Mailed check,,,,26.1,0,2022-12-06
7665-TOALD,month-to-month,69.6,69.6,1,0-6,True,Electronic check,,,,69.6,0,2022-12-07
0112-QWPNC,one year,4059.35,84.35,49,48+,True,Electronic check,,,,84.35,0,2022-12-24
0324-BRPCJ,month-to-month,6851.65,100.2,68,48+,True,Electronic check,,,,100.2,0,2022-12-16
2777-PHDEI,month-to-month,78.05,78.05,1,0-6,True,Electronic check,,,,78.05,0,2022-12-18
5640-CAXOA,one year,1187.05,40.35,30,24-48,False,Credit card (automatic),,,,40.35,0,2022-12-26
2235-EZAIK,two year,5401.9,79.2,72,48+,False,Credit card (automatic),,,,79.2,0,2022-12-15
3847-BAERP,month-to-month,247.0,20.9,10,6-12,False,Mailed check,,,,20.9,0,2022-12-14
1196-AMORA,month-to-month,520.0,73.6,7,6-12,True,Electronic check,,,,73.6,0,2022-12-11
4282-YMKNA,month-to-month,706.6,74.75,9,6-12,True,Electronic check,,,,74.75,0,2022-12-09
1453-RZFON,month-to-month,49.9,49.9,1,0-6,False,Mailed check,,,,49.9,0,2022-12-09
8263-OKETD,month-to-month,1370.35,68.9,20,12-24,False,Credit card (automatic),,,,68.9,0,2022-12-28
0670-KDOMA,month-to-month,20.25,20.25,1,0-6,False,Mailed check,,,,20.25,0,2022-12-04
2476-YGEFM,month-to-month,2215.25,76.0,29,24-48,False,Credit card (automatic),1.0,2.0,32.0,76.0,0,2022-12-26
8687-BAFGU,month-to-month,74.0,74.0,1,0-6,False,Electronic check,,,,74.0,0,2022-12-25
0641-EVBOJ,month-to-month,214.4,82.3,3,0-6,False,Mailed check,,,,82.3,0,2022-12-20
0829-XXPLX,month-to-month,1871.15,89.4,20,12-24,False,Bank transfer (automatic),,,,89.4,0,2022-12-04
9974-JFBHQ,month-to-month,6171.2,99.15,64,48+,False,Credit card (automatic),,,,99.15,0,2022-12-18
5356-RHIPP,month-to-month,20.2,20.2,1,0-6,True,Mailed check,1.0,1.0,25.0,20.2,0,2022-12-08
6624-JDRDS,month-to-month,161.45,29.45,6,6-12,False,Bank transfer (automatic),0.0,3.0,37.67,29.45,0,2022-12-28
0608-JDVEC,two year,1013.2,19.8,50,48+,False,Electronic check,,,,19.8,0,2022-12-02
9780-FKVVF,month-to-month,336.7,59.15,6,6-12,False,Bank transfer (automatic),0.0,1.0,24.0,59.15,0,2022-12-23
1919-RTPQD,month-to-month,333.65,44.75,7,6-12,False,Electronic check,,,,44.75,0,2022-12-02
5214-NLTIT,two year,6511.8,90.8,72,48+,False,Credit card (automatic),,,,90.8,0,2022-12-20
3345-PBBFH,month-to-month,393.45,49.55,8,6-12,False,Bank transfer (automatic),,,,49.55,0,2022-12-28
5055-BRMNE,two year,7009.5,106.7,67,48+,False,Credit card (automatic),0.0,2.0,19.0,106.7,0,2022-12-23
9189-JWSHV,month-to-month,2264.05,93.55,24,24-48,True,Electronic check,,,,93.55,0,2022-12-26
2190-PHBHR,two year,6921.7,94.45,72,48+,False,Credit card (automatic),,,,94.45,0,2022-12-15
2650-GYRYL,one year,600.25,19.45,33,24-48,False,Bank transfer (automatic),,,,19.45,0,2022-12-24
0746-JTRFU,month-to-month,56.35,25.05,2,0-6,True,Electronic check,1.0,1.0,27.5,25.05,0,2022-12-20
5208-FVQKB,two year,4664.15,67.95,70,48+,False,Mailed check,1.0,3.0,41.2,67.95,0,2022-12-07
7184-LRUUR,one year,1441.8,65.25,22,12-24,False,Bank transfer (automatic),,,,65.25,0,2022-12-11
6627-CFOSN,month-to-month,5623.7,99.45,59,48+,False,Bank transfer (automatic),,,,99.45,0,2022-12-18
3982-JGSFD,one year,695.85,20.35,36,24-48,False,Credit card (automatic),,,,20.35,0,2022-12-20
1574-DYCWE,two year,1028.75,19.95,51,48+,False,Mailed check,,,,19.95,0,2022-12-17
7247-XOZPB,one year,4155.95,77.4,53,48+,False,Bank transfer (automatic),0.0,0.0,46.0,77.4,0,2022-12-11
2466-FCCPT,one year,395.6,19.7,20,12-24,False,Bank transfer (automatic),,,,19.7,0,2022-12-08
6211-WWLTF,two year,6330.4,99.7,63,48+,False,Credit card (automatic),,,,99.7,0,2022-12-09
4826-TZEVA,month-to-month,2971.7,74.8,40,24-48,False,Credit card (automatic),,,,74.8,0,2022-12-17
6016-NXBNJ,one year,638.0,19.15,35,24-48,False,Mailed check,0.0,2.0,20.0,19.15,0,2022-12-26
9138-EFSMO,one year,2034.25,78.95,26,24-48,False,Bank transfer (automatic),,,,78.95,0,2022-12-02
0576-WNXXC,month-to-month,2510.2,95.55,27,24-48,True,Electronic check,,,,95.55,0,2022-12-17
